"Município";"Quantidade_aprovada"
320280 Itapemirim;109
320290 Itarana;540
320300 Iúna;425
320305 Jaguaré;1128
320310 Jerônimo Monteiro;1
320313 João Neiva;663
320316 Laranja da Terra;711
320320 Linhares;52758
320330 Mantenópolis;476
320332 Marataízes;499
320334 Marechal Floriano;1213
320335 Marilândia;809
320340 Mimoso do Sul;277
320350 Montanha;1052
320360 Mucurici;718
320370 Muniz Freire;383
320380 Muqui;90
320390 Nova Venécia;3181
320400 Pancas;1802
320405 Pedro Canário;1327
320410 Pinheiros;2846
320420 Piúma;94
320425 Ponto Belo;472
320430 Presidente Kennedy;293
320435 Rio Bananal;2770
320440 Rio Novo do Sul;1
320450 Santa Leopoldina;135
320455 Santa Maria de Jetibá;2398
320460 Santa Teresa;4969
320465 São Domingos do Norte;1377
320470 São Gabriel da Palha;4291
320480 São José do Calçado;260
320490 São Mateus;6275
320495 São Roque do Canaã;995
320500 Serra;3023
320501 Sooretama;4149
320503 Vargem Alta;151
320506 Venda Nova do Imigrante;1108
320510 Viana;496
320515 Vila Pavão;542
320517 Vila Valério;852
320520 Vila Velha;2636
320530 Vitória;1213
330010 Angra dos Reis;21374
330015 Aperibé;2360
330020 Araruama;11134
330022 Areal;2546
330023 Armação dos Búzios;4089
330025 Arraial do Cabo;2041
330030 Barra do Piraí;20355
330040 Barra Mansa;27762
330045 Belford Roxo;57221
330050 Bom Jardim;2019
330060 Bom Jesus do Itabapoana;15316
330070 Cabo Frio;23375
330080 Cachoeiras de Macacu;5550
330090 Cambuci;1001
330100 Campos dos Goytacazes;148428
330110 Cantagalo;3041
330093 Carapebus;1214
330115 Cardoso Moreira;1863
330120 Carmo;4054
330130 Casimiro de Abreu;5597
330095 Comendador Levy Gasparian;278
330140 Conceição de Macabu;2368
330150 Cordeiro;2365
330160 Duas Barras;1388
330170 Duque de Caxias;130973
330180 Engenheiro Paulo de Frontin;2773
330185 Guapimirim;29541
330187 Iguaba Grande;2616
330190 Itaboraí;46705
330200 Itaguaí;8415
330205 Italva;3521
330210 Itaocara;3975
330220 Itaperuna;31944
330225 Itatiaia;2137
330227 Japeri;12515
330230 Laje do Muriaé;1047
330240 Macaé;28742
330245 Macuco;579
330250 Magé;83998
330260 Mangaratiba;5130
330270 Maricá;80508
330280 Mendes;3946
330285 Mesquita;14737
330290 Miguel Pereira;3718
330300 Miracema;2774
330310 Natividade;5113
330320 Nilópolis;14833
330330 Niterói;115181
330340 Nova Friburgo;37082
330350 Nova Iguaçu;76720
330360 Paracambi;4388
330370 Paraíba do Sul;7382
330380 Paraty;14370
330385 Paty do Alferes;5303
330390 Petrópolis;138696
330395 Pinheiral;3665
330400 Piraí;8519
330410 Porciúncula;4495
330411 Porto Real;7003
330412 Quatis;2081
330414 Queimados;15585
330415 Quissamã;16941
330420 Resende;16244
330430 Rio Bonito;14662
330440 Rio Claro;2449
330450 Rio das Flores;1138
330452 Rio das Ostras;25879
330455 Rio de Janeiro;886684
330460 Santa Maria Madalena;530
330470 Santo Antônio de Pádua;8967
330480 São Fidélis;10435
330475 São Francisco de Itabapoana;7637
330490 São Gonçalo;238855
330500 São João da Barra;23250
330510 São João de Meriti;56930
330513 São José de Ubá;1200
330515 São José do Vale do Rio Preto;6372
330520 São Pedro da Aldeia;4016
330530 São Sebastião do Alto;609
330540 Sapucaia;1473
330550 Saquarema;17106
330555 Seropédica;6472
330560 Silva Jardim;3644
330570 Sumidouro;1079
330575 Tanguá;5561
330580 Teresópolis;31439
330590 Trajano de Moraes;916
330600 Três Rios;13850
330610 Valença;12291
330615 Varre-Sai;629
330620 Vassouras;13154
330630 Volta Redonda;79696
350010 Adamantina;10230
350020 Adolfo;1956
350030 Aguaí;4843
350040 Águas da Prata;2123
350050 Águas de Lindóia;2851
350055 Águas de Santa Bárbara;849
350060 Águas de São Pedro;850
350070 Agudos;7562
350075 Alambari;352
350080 Alfredo Marcondes;2450
350090 Altair;697
350100 Altinópolis;4691
350110 Alto Alegre;833
350115 Alumínio;1591
350120 Álvares Florence;1426
350130 Álvares Machado;7706
350140 Álvaro de Carvalho;787
350150 Alvinlândia;235
350160 Americana;30205
350170 Américo Brasiliense;5639
350180 Américo de Campos;3001
350190 Amparo;13706
350200 Analândia;430
350210 Andradina;8513
350220 Angatuba;3836
350230 Anhembi;1510
350240 Anhumas;771
350250 Aparecida;8071
350260 Aparecida d'Oeste;1602
350270 Apiaí;5382
350275 Araçariguama;1461
350280 Araçatuba;36141
350290 Araçoiaba da Serra;1946
350300 Aramina;1147
350310 Arandu;1242
350315 Arapeí;1001
350320 Araraquara;40059
350330 Araras;31859
350335 Arco-Íris;397
350340 Arealva;3049
350350 Areias;671
350360 Areiópolis;1312
350370 Ariranha;1245
350380 Artur Nogueira;7247
350390 Arujá;21048
350395 Aspásia;744
350400 Assis;27673
350410 Atibaia;17772
350420 Auriflama;2818
350430 Avaí;1580
350440 Avanhandava;2611
350450 Avaré;18926
350460 Bady Bassitt;5853
350470 Balbinos;685
350480 Bálsamo;2681
350490 Bananal;1649
350500 Barão de Antonina;78
350510 Barbosa;876
350520 Bariri;4621
350530 Barra Bonita;6109
350535 Barra do Chapéu;746
350540 Barra do Turvo;2259
350550 Barretos;22465
350560 Barrinha;4806
350570 Barueri;126003
350580 Bastos;4488
350590 Batatais;14930
350600 Bauru;74104
350610 Bebedouro;7264
350620 Bento de Abreu;330
350630 Bernardino de Campos;1111
350635 Bertioga;6599
350640 Bilac;419
350650 Birigui;15665
350660 Biritiba-Mirim;10218
350670 Boa Esperança do Sul;1546
350680 Bocaina;3341
350690 Bofete;2307
350700 Boituva;10892
350710 Bom Jesus dos Perdões;1985
350715 Bom Sucesso de Itararé;556
350720 Borá;20
350730 Boracéia;1325
350740 Borborema;4061
350745 Borebi;1385
350750 Botucatu;44186
350760 Bragança Paulista;30965
350770 Braúna;197
350775 Brejo Alegre;197
350780 Brodowski;3550
350790 Brotas;9051
350800 Buri;3202
350810 Buritama;2371
350820 Buritizal;1275
350830 Cabrália Paulista;2134
350840 Cabreúva;5875
350850 Caçapava;13293
350860 Cachoeira Paulista;5887
350870 Caconde;2161
350880 Cafelândia;2861
350890 Caiabu;967
350900 Caieiras;16696
350910 Caiuá;528
350920 Cajamar;10977
350925 Cajati;5150
350930 Cajobi;1499
350940 Cajuru;6596
350945 Campina do Monte Alegre;899
350950 Campinas;236394
350960 Campo Limpo Paulista;14603
350970 Campos do Jordão;9704
350980 Campos Novos Paulista;1133
350990 Cananéia;3151
350995 Canas;824
351000 Cândido Mota;5158
351010 Cândido Rodrigues;120
351015 Canitar;845
351020 Capão Bonito;5453
351030 Capela do Alto;3268
351040 Capivari;6626
351050 Caraguatatuba;43707
351060 Carapicuíba;95767
351070 Cardoso;4055
351080 Casa Branca;9368
351090 Cássia dos Coqueiros;660
351100 Castilho;1646
351110 Catanduva;26240
351120 Catiguá;1805
351130 Cedral;1875
351140 Cerqueira César;5397
351150 Cerquilho;3940
351160 Cesário Lange;2664
351170 Charqueada;1475
355720 Chavantes;2689
351190 Clementina;1024
351200 Colina;2970
351210 Colômbia;957
351220 Conchal;5657
351230 Conchas;2485
351240 Cordeirópolis;2669
351250 Coroados;622
351260 Coronel Macedo;229
351270 Corumbataí;529
351280 Cosmópolis;12809
351290 Cosmorama;4160
351300 Cotia;50129
351310 Cravinhos;4744
351320 Cristais Paulista;753
351330 Cruzália;735
351340 Cruzeiro;20152
351350 Cubatão;32183
351360 Cunha;4390
351370 Descalvado;6052
351380 Diadema;77996
351385 Dirce Reis;219
351390 Divinolândia;6187
351400 Dobrada;1387
351410 Dois Córregos;7288
351420 Dolcinópolis;195
351430 Dourado;1108
351440 Dracena;11441
351450 Duartina;5810
351460 Dumont;2072
351470 Echaporã;719
351480 Eldorado;1413
351490 Elias Fausto;1423
351492 Elisiário;375
351495 Embaúba;933
351500 Embu das Artes;51337
351510 Embu-Guaçu;16211
351512 Emilianópolis;604
351515 Engenheiro Coelho;3017
351518 Espírito Santo do Pinhal;15238
351519 Espírito Santo do Turvo;660
355730 Estiva Gerbi;2855
351520 Estrela d'Oeste;1165
351530 Estrela do Norte;536
351535 Euclides da Cunha Paulista;1541
351540 Fartura;1941
351560 Fernando Prestes;992
351550 Fernandópolis;11016
351565 Fernão;169
351570 Ferraz de Vasconcelos;23237
351580 Flora Rica;77
351590 Floreal;1107
351600 Flórida Paulista;2272
351610 Florínia;721
351620 Franca;49968
351630 Francisco Morato;29552
351640 Franco da Rocha;19212
351650 Gabriel Monteiro;346
351660 Gália;1628
351670 Garça;8017
351680 Gastão Vidigal;623
351685 Gavião Peixoto;426
351690 General Salgado;1309
351700 Getulina;1421
351710 Glicério;633
351720 Guaiçara;2336
351730 Guaimbê;684
351740 Guaíra;3570
351750 Guapiaçu;4778
351760 Guapiara;1316
351770 Guará;1874
351780 Guaraçaí;971
351790 Guaraci;1274
351800 Guarani d'Oeste;423
351810 Guarantã;556
351820 Guararapes;4860
351830 Guararema;10524
351840 Guaratinguetá;21805
351850 Guareí;3602
351860 Guariba;4635
351870 Guarujá;48041
351880 Guarulhos;262011
351885 Guatapará;2217
351890 Guzolândia;721
351900 Herculândia;2382
351905 Holambra;4889
351907 Hortolândia;41143
351910 Iacanga;2626
351920 Iacri;885
351925 Iaras;780
351930 Ibaté;7874
351940 Ibirá;3090
351950 Ibirarema;815
351960 Ibitinga;10224
351970 Ibiúna;8431
351980 Icém;787
351990 Iepê;988
352000 Igaraçu do Tietê;4263
352010 Igarapava;5449
352020 Igaratá;2776
352030 Iguape;3824
352042 Ilha Comprida;3784
352044 Ilha Solteira;4931
352040 Ilhabela;3187
352050 Indaiatuba;4504
352060 Indiana;1235
352070 Indiaporã;1471
352080 Inúbia Paulista;386
352090 Ipaussu;2479
352100 Iperó;2511
352110 Ipeúna;870
352115 Ipiguá;2377
352120 Iporanga;1458
352130 Ipuã;835
352140 Iracemápolis;3240
352150 Irapuã;901
352160 Irapuru;2239
352170 Itaberá;4344
352180 Itaí;3972
352190 Itajobi;4998
352200 Itaju;715
352210 Itanhaém;32068
352215 Itaóca;402
352220 Itapecerica da Serra;37047
352230 Itapetininga;28216
352240 Itapeva;15432
352250 Itapevi;52726
352260 Itapira;21220
352265 Itapirapuã Paulista;492
352270 Itápolis;10427
352280 Itaporanga;2566
352290 Itapuí;3335
352300 Itapura;733
352310 Itaquaquecetuba;64394
352320 Itararé;3855
352330 Itariri;2745
352340 Itatiba;12366
352350 Itatinga;3666
352360 Itirapina;2022
352370 Itirapuã;231
352380 Itobi;3503
352390 Itu;35197
352400 Itupeva;6303
352410 Ituverava;5393
352420 Jaborandi;961
352430 Jaboticabal;16748
352440 Jacareí;43981
352450 Jaci;13530
352460 Jacupiranga;2985
352470 Jaguariúna;23720
352480 Jales;12231
352490 Jambeiro;838
352500 Jandira;21318
352510 Jardinópolis;9609
352520 Jarinu;5326
352530 Jaú;41967
352540 Jeriquara;281
352550 Joanópolis;2650
352560 João Ramalho;646
352570 José Bonifácio;9225
352580 Júlio Mesquita;281
352585 Jumirim;260
352590 Jundiaí;68957
352600 Junqueirópolis;4913
352610 Juquiá;6418
352620 Juquitiba;8913
352630 Lagoinha;975
352640 Laranjal Paulista;6376
352650 Lavínia;1230
352660 Lavrinhas;1543
352670 Leme;23549
352680 Lençóis Paulista;16004
352690 Limeira;47771
352700 Lindóia;596
352710 Lins;12513
352720 Lorena;17657
352725 Lourdes;176
352730 Louveira;7911
352740 Lucélia;3797
352750 Lucianópolis;935
352760 Luís Antônio;2325
352770 Luiziânia;717
352780 Lupércio;139
352790 Lutécia;1154
352800 Macatuba;3601
352810 Macaubal;1031
352820 Macedônia;131
352830 Magda;266
352840 Mairinque;8097
352850 Mairiporã;11772
352860 Manduri;3497
352870 Marabá Paulista;569
352880 Maracaí;1376
352885 Marapoama;427
352890 Mariápolis;551
352900 Marília;42342
352910 Marinópolis;233
352920 Martinópolis;8584
352930 Matão;15819
352940 Mauá;78232
352950 Mendonça;1698
352960 Meridiano;304
352965 Mesópolis;570
352970 Miguelópolis;3731
352980 Mineiros do Tietê;1036
353000 Mira Estrela;732
352990 Miracatu;5710
353010 Mirandópolis;4390
353020 Mirante do Paranapanema;6939
353030 Mirassol;13870
353040 Mirassolândia;844
353050 Mococa;14805
353060 Mogi das Cruzes;126067
353070 Mogi Guaçu;33364
353080 Mogi Mirim;30946
353090 Mombuca;265
353100 Monções;299
353110 Mongaguá;15552
353120 Monte Alegre do Sul;2519
353130 Monte Alto;8955
353140 Monte Aprazível;3704
353150 Monte Azul Paulista;2254
353160 Monte Castelo;707
353180 Monte Mor;8973
353170 Monteiro Lobato;1129
353190 Morro Agudo;4171
353200 Morungaba;1103
353205 Motuca;289
353210 Murutinga do Sul;564
353215 Nantes;952
353220 Narandiba;1363
353230 Natividade da Serra;2209
353240 Nazaré Paulista;5931
353250 Neves Paulista;1716
353260 Nhandeara;3390
353270 Nipoã;1685
353280 Nova Aliança;1127
353282 Nova Campina;1207
353284 Nova Canaã Paulista;583
353286 Nova Castilho;203
353290 Nova Europa;839
353300 Nova Granada;5077
353310 Nova Guataporanga;294
353320 Nova Independência;508
353330 Nova Luzitânia;811
353340 Nova Odessa;9405
353325 Novais;1241
353350 Novo Horizonte;7036
353360 Nuporanga;1102
353370 Ocauçu;908
353380 Óleo;476
353390 Olímpia;8988
353400 Onda Verde;913
353410 Oriente;610
353420 Orindiúva;1398
353430 Orlândia;5156
353440 Osasco;149717
353450 Oscar Bressane;142
353460 Osvaldo Cruz;4839
353470 Ourinhos;22270
353480 Ouro Verde;1854
353475 Ouroeste;1516
353490 Pacaembu;2102
353500 Palestina;1665
353510 Palmares Paulista;1466
353520 Palmeira d'Oeste;1402
353530 Palmital;4446
353540 Panorama;5111
353550 Paraguaçu Paulista;12951
353560 Paraibuna;2720
353570 Paraíso;1478
353580 Paranapanema;1559
353590 Paranapuã;1847
353600 Parapuã;1465
353610 Pardinho;2103
353620 Pariquera-Açu;4520
353625 Parisi;1490
353630 Patrocínio Paulista;1943
353640 Paulicéia;1416
353650 Paulínia;6242
353657 Paulistânia;864
353660 Paulo de Faria;1210
353670 Pederneiras;9718
353680 Pedra Bela;1114
353690 Pedranópolis;1321
353700 Pedregulho;2153
353710 Pedreira;7072
353715 Pedrinhas Paulista;522
353720 Pedro de Toledo;1710
353730 Penápolis;7674
353740 Pereira Barreto;3813
353750 Pereiras;2115
353760 Peruíbe;16099
353770 Piacatu;955
353780 Piedade;6239
353790 Pilar do Sul;2477
353800 Pindamonhangaba;21543
353810 Pindorama;2567
353820 Pinhalzinho;1395
353830 Piquerobi;978
353850 Piquete;2245
353860 Piracaia;4102
353870 Piracicaba;69217
353880 Piraju;4473
353890 Pirajuí;6771
353900 Pirangi;1923
353910 Pirapora do Bom Jesus;3794
353920 Pirapozinho;4012
353930 Pirassununga;3260
353940 Piratininga;3600
353950 Pitangueiras;6920
353960 Planalto;510
353970 Platina;238
353980 Poá;15783
353990 Poloni;550
354000 Pompéia;1722
354010 Pongaí;777
354020 Pontal;4887
354025 Pontalinda;436
354030 Pontes Gestal;449
354040 Populina;712
354050 Porangaba;2063
354060 Porto Feliz;11990
354070 Porto Ferreira;9821
354075 Potim;3909
354080 Potirendaba;2552
354085 Pracinha;356
354090 Pradópolis;2296
354100 Praia Grande;38452
354105 Pratânia;1905
354110 Presidente Alves;724
354120 Presidente Bernardes;3495
354130 Presidente Epitácio;9414
354140 Presidente Prudente;56611
354150 Presidente Venceslau;7907
354160 Promissão;8574
354165 Quadra;859
354170 Quatá;2092
354180 Queiroz;841
354190 Queluz;2383
354200 Quintana;1108
354210 Rafard;659
354220 Rancharia;7587
354230 Redenção da Serra;325
354240 Regente Feijó;4666
354250 Reginópolis;1286
354260 Registro;17210
354270 Restinga;1336
354280 Ribeira;481
354290 Ribeirão Bonito;1985
354300 Ribeirão Branco;1708
354310 Ribeirão Corrente;627
354320 Ribeirão do Sul;2025
354323 Ribeirão dos Índios;639
354325 Ribeirão Grande;562
354330 Ribeirão Pires;13880
354340 Ribeirão Preto;111666
354360 Rifaina;538
354370 Rincão;2478
354380 Rinópolis;1198
354390 Rio Claro;19723
354400 Rio das Pedras;3510
354410 Rio Grande da Serra;6629
354420 Riolândia;3154
354350 Riversul;660
354425 Rosana;4088
354430 Roseira;2381
354440 Rubiácea;437
354450 Rubinéia;575
354460 Sabino;1377
354470 Sagres;87
354480 Sales;1379
354490 Sales Oliveira;516
354500 Salesópolis;4150
354510 Salmourão;598
354515 Saltinho;411
354520 Salto;13551
354530 Salto de Pirapora;2405
354540 Salto Grande;1853
354550 Sandovalina;1135
354560 Santa Adélia;2766
354570 Santa Albertina;900
354580 Santa Bárbara d'Oeste;19453
354600 Santa Branca;2347
354610 Santa Clara d'Oeste;715
354620 Santa Cruz da Conceição;1626
354625 Santa Cruz da Esperança;256
354630 Santa Cruz das Palmeiras;7469
354640 Santa Cruz do Rio Pardo;7888
354650 Santa Ernestina;1577
354660 Santa Fé do Sul;6020
354670 Santa Gertrudes;2010
354680 Santa Isabel;10991
354690 Santa Lúcia;1623
354700 Santa Maria da Serra;1513
354710 Santa Mercedes;306
354740 Santa Rita d'Oeste;195
354750 Santa Rita do Passa Quatro;4363
354760 Santa Rosa de Viterbo;4064
354765 Santa Salete;260
354720 Santana da Ponte Pensa;599
354730 Santana de Parnaíba;24101
354770 Santo Anastácio;5095
354780 Santo André;145284
354790 Santo Antônio da Alegria;2061
354800 Santo Antônio de Posse;3586
354805 Santo Antônio do Aracanguá;1021
354810 Santo Antônio do Jardim;1015
354820 Santo Antônio do Pinhal;715
354830 Santo Expedito;1082
354840 Santópolis do Aguapeí;176
354850 Santos;82516
354860 São Bento do Sapucaí;2263
354870 São Bernardo do Campo;279553
354880 São Caetano do Sul;85300
354890 São Carlos;50879
354900 São Francisco;945
354910 São João da Boa Vista;23470
354920 São João das Duas Pontes;1097
354925 São João de Iracema;100
354930 São João do Pau d'Alho;312
354940 São Joaquim da Barra;5469
354950 São José da Bela Vista;829
354960 São José do Barreiro;512
354970 São José do Rio Pardo;16709
354980 São José do Rio Preto;88711
354990 São José dos Campos;119429
354995 São Lourenço da Serra;3389
355000 São Luís do Paraitinga;1861
355010 São Manuel;8906
355020 São Miguel Arcanjo;6599
355030 São Paulo;2142290
355040 São Pedro;7211
355050 São Pedro do Turvo;1780
355060 São Roque;20573
355070 São Sebastião;20699
355080 São Sebastião da Grama;2915
355090 São Simão;3228
355100 São Vicente;47199
355110 Sarapuí;2325
355120 Sarutaiá;360
355130 Sebastianópolis do Sul;312
355140 Serra Azul;2834
355160 Serra Negra;5208
355150 Serrana;9523
355170 Sertãozinho;19046
355180 Sete Barras;2294
355190 Severínia;1897
355200 Silveiras;1345
355210 Socorro;11675
355220 Sorocaba;106026
355230 Sud Mennucci;805
355240 Sumaré;40961
355255 Suzanápolis;491
355250 Suzano;50315
355260 Tabapuã;4747
355270 Tabatinga;1870
355280 Taboão da Serra;67282
355290 Taciba;1127
355300 Taguaí;2326
355310 Taiaçu;1915
355320 Taiúva;673
355330 Tambaú;2835
355340 Tanabi;4138
355350 Tapiraí;1422
355360 Tapiratiba;2425
355365 Taquaral;161
355370 Taquaritinga;5296
355380 Taquarituba;2237
355385 Taquarivaí;797
355390 Tarabai;2042
355395 Tarumã;2118
355400 Tatuí;13608
355410 Taubaté;37750
355420 Tejupá;838
355430 Teodoro Sampaio;4459
355440 Terra Roxa;1226
355450 Tietê;5622
355460 Timburi;486
355465 Torre de Pedra;1018
355470 Torrinha;995
355475 Trabiju;415
355480 Tremembé;7376
355490 Três Fronteiras;1219
355495 Tuiuti;793
355500 Tupã;13949
355510 Tupi Paulista;5154
355520 Turiúba;178
355530 Turmalina;541
355535 Ubarana;1714
355540 Ubatuba;18204
355550 Ubirajara;927
355560 Uchoa;2667
355570 União Paulista;181
355580 Urânia;2690
355590 Uru;309
355600 Urupês;2749
355610 Valentim Gentil;3411
355620 Valinhos;18448
355630 Valparaíso;2955
355635 Vargem;1629
355640 Vargem Grande do Sul;5620
355645 Vargem Grande Paulista;9556
355650 Várzea Paulista;9339
355660 Vera Cruz;1012
355670 Vinhedo;4051
355680 Viradouro;2359
355690 Vista Alegre do Alto;677
355695 Vitória Brasil;1117
355700 Votorantim;16377
355710 Votuporanga;23815
355715 Zacarias;618
410010 Abatiá;1023
410020 Adrianópolis;1865
410030 Agudos do Sul;763
410040 Almirante Tamandaré;19900
410045 Altamira do Paraná;153
412862 Alto Paraíso;1216
410060 Alto Paraná;1410
410070 Alto Piquiri;2095
410050 Altônia;5308
410080 Alvorada do Sul;3522
410090 Amaporã;518
410100 Ampére;1807
410105 Anahy;198
410110 Andirá;3887
410115 Ângulo;654
410120 Antonina;2917
410130 Antônio Olinto;830
410140 Apucarana;23230
410150 Arapongas;26093
410160 Arapoti;3030
410165 Arapuã;1237
410170 Araruna;1310
410180 Araucária;25023
410185 Ariranha do Ivaí;920
410190 Assaí;2596
410200 Assis Chateaubriand;7109
410210 Astorga;9436
410220 Atalaia;571
410230 Balsa Nova;2147
410240 Bandeirantes;7766
410250 Barbosa Ferraz;1228
410270 Barra do Jacaré;392
410260 Barracão;1303
410275 Bela Vista da Caroba;50
410280 Bela Vista do Paraíso;4983
410290 Bituruna;2126
410300 Boa Esperança;187
410302 Boa Esperança do Iguaçu;557
410304 Boa Ventura de São Roque;1486
410305 Boa Vista da Aparecida;1256
410310 Bocaiúva do Sul;3830
410315 Bom Jesus do Sul;307
410320 Bom Sucesso;1668
410322 Bom Sucesso do Sul;450
410330 Borrazópolis;1561
410335 Braganey;1101
410337 Brasilândia do Sul;1594
410340 Cafeara;327
410345 Cafelândia;4564
410347 Cafezal do Sul;1177
410350 Califórnia;3180
410360 Cambará;4284
410370 Cambé;33589
410380 Cambira;1214
410390 Campina da Lagoa;1230
410395 Campina do Simão;686
410400 Campina Grande do Sul;12818
410405 Campo Bonito;585
410410 Campo do Tenente;851
410420 Campo Largo;27278
410425 Campo Magro;5464
410430 Campo Mourão;10212
410440 Cândido de Abreu;2562
410442 Candói;2460
410445 Cantagalo;1548
410450 Capanema;1861
410460 Capitão Leônidas Marques;2050
410465 Carambeí;3211
410470 Carlópolis;2407
410480 Cascavel;64588
410490 Castro;10896
410500 Catanduvas;1280
410510 Centenário do Sul;2048
410520 Cerro Azul;2024
410530 Céu Azul;2108
410540 Chopinzinho;2687
410550 Cianorte;15266
410560 Cidade Gaúcha;2045
410570 Clevelândia;2528
410580 Colombo;38082
410590 Colorado;5083
410600 Congonhinhas;3099
410610 Conselheiro Mairinck;1935
410620 Contenda;1915
410630 Corbélia;1870
410640 Cornélio Procópio;8031
410645 Coronel Domingos Soares;925
410650 Coronel Vivida;4967
410655 Corumbataí do Sul;397
410680 Cruz Machado;2303
410657 Cruzeiro do Iguaçu;936
410660 Cruzeiro do Oeste;4492
410670 Cruzeiro do Sul;273
410685 Cruzmaltina;569
410690 Curitiba;334588
410700 Curiúva;3066
410715 Diamante D'Oeste;540
410710 Diamante do Norte;1199
410712 Diamante do Sul;516
410720 Dois Vizinhos;4508
410725 Douradina;1780
410730 Doutor Camargo;267
412863 Doutor Ulysses;736
410740 Enéas Marques;469
410750 Engenheiro Beltrão;730
410753 Entre Rios do Oeste;1425
410752 Esperança Nova;149
410754 Espigão Alto do Iguaçu;1853
410755 Farol;1005
410760 Faxinal;3548
410765 Fazenda Rio Grande;20920
410770 Fênix;229
410773 Fernandes Pinheiro;1107
410775 Figueira;1103
410785 Flor da Serra do Sul;487
410780 Floraí;424
410790 Floresta;1032
410800 Florestópolis;4306
410810 Flórida;381
410820 Formosa do Oeste;560
410830 Foz do Iguaçu;86264
410845 Foz do Jordão;699
410832 Francisco Alves;2470
410840 Francisco Beltrão;13003
410850 General Carneiro;1290
410855 Godoy Moreira;477
410860 Goioerê;2577
410865 Goioxim;675
410870 Grandes Rios;2079
410880 Guaíra;4614
410890 Guairaçá;819
410895 Guamiranga;1345
410900 Guapirama;1357
410910 Guaporema;610
410920 Guaraci;645
410930 Guaraniaçu;3863
410940 Guarapuava;22064
410950 Guaraqueçaba;589
410960 Guaratuba;7293
410965 Honório Serpa;544
410970 Ibaiti;4618
410975 Ibema;1345
410980 Ibiporã;14280
410990 Icaraíma;1933
411000 Iguaraçu;445
411005 Iguatu;315
411007 Imbaú;1516
411010 Imbituva;4926
411020 Inácio Martins;1852
411030 Inajá;640
411040 Indianópolis;865
411050 Ipiranga;2069
411060 Iporã;6221
411065 Iracema do Oeste;492
411070 Irati;9762
411080 Iretama;641
411090 Itaguajé;1224
411095 Itaipulândia;710
411100 Itambaracá;874
411110 Itambé;942
411120 Itapejara d'Oeste;3161
411125 Itaperuçu;3918
411130 Itaúna do Sul;501
411140 Ivaí;1772
411150 Ivaiporã;5619
411155 Ivaté;1083
411160 Ivatuba;204
411170 Jaboti;385
411180 Jacarezinho;5758
411190 Jaguapitã;2878
411200 Jaguariaíva;4074
411210 Jandaia do Sul;4391
411220 Janiópolis;1113
411230 Japira;376
411240 Japurá;1511
411250 Jardim Alegre;3482
411260 Jardim Olinda;513
411270 Jataizinho;3794
411275 Jesuítas;4146
411280 Joaquim Távora;1438
411290 Jundiaí do Sul;247
411295 Juranda;1800
411300 Jussara;2255
411310 Kaloré;1041
411320 Lapa;7744
411325 Laranjal;684
411330 Laranjeiras do Sul;4176
411340 Leópolis;587
411342 Lidianópolis;969
411345 Lindoeste;436
411350 Loanda;2693
411360 Lobato;621
411370 Londrina;150917
411373 Luiziana;828
411375 Lunardelli;1310
411380 Lupionópolis;2654
411390 Mallet;2035
411400 Mamborê;563
411410 Mandaguaçu;3635
411420 Mandaguari;6370
411430 Mandirituba;4332
411435 Manfrinópolis;277
411440 Mangueirinha;2145
411450 Manoel Ribas;1469
411460 Marechal Cândido Rondon;8905
411470 Maria Helena;1165
411480 Marialva;4840
411490 Marilândia do Sul;1870
411500 Marilena;1981
411510 Mariluz;2623
411520 Maringá;64669
411530 Mariópolis;823
411535 Maripá;1381
411540 Marmeleiro;1586
411545 Marquinho;351
411550 Marumbi;595
411560 Matelândia;3042
411570 Matinhos;7412
411573 Mato Rico;917
411575 Mauá da Serra;1089
411580 Medianeira;6427
411585 Mercedes;600
411590 Mirador;473
411600 Miraselva;860
411605 Missal;1025
411610 Moreira Sales;1329
411620 Morretes;3958
411630 Munhoz de Melo;980
411640 Nossa Senhora das Graças;1524
411650 Nova Aliança do Ivaí;390
411660 Nova América da Colina;828
411670 Nova Aurora;1214
411680 Nova Cantu;468
411690 Nova Esperança;4827
411695 Nova Esperança do Sudoeste;745
411700 Nova Fátima;2053
411705 Nova Laranjeiras;790
411710 Nova Londrina;1447
411720 Nova Olímpia;798
411725 Nova Prata do Iguaçu;1149
411721 Nova Santa Bárbara;454
411722 Nova Santa Rosa;894
411727 Nova Tebas;1191
411729 Novo Itacolomi;335
411730 Ortigueira;5781
411740 Ourizona;578
411745 Ouro Verde do Oeste;1288
411750 Paiçandu;6062
411760 Palmas;4334
411770 Palmeira;4749
411780 Palmital;2047
411790 Palotina;5768
411800 Paraíso do Norte;2061
411810 Paranacity;2639
411820 Paranaguá;30215
411830 Paranapoema;372
411840 Paranavaí;12139
411845 Pato Bragado;620
411850 Pato Branco;10577
411860 Paula Freitas;1741
411870 Paulo Frontin;393
411880 Peabiru;1237
411885 Perobal;1922
411890 Pérola;3646
411900 Pérola d'Oeste;238
411910 Piên;3302
411915 Pinhais;22013
411925 Pinhal de São Bento;329
411920 Pinhalão;1431
411930 Pinhão;3467
411940 Piraí do Sul;3983
411950 Piraquara;19439
411960 Pitanga;7700
411965 Pitangueiras;701
411970 Planaltina do Paraná;607
411980 Planalto;1888
411990 Ponta Grossa;60546
411995 Pontal do Paraná;8278
